species,lon,lat
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.6111,-14.1849833
Rhinella marina,134.75133,-14.649419
Rhinella marina,134.75133,-14.649419
Rhinella marina,134.75133,-14.649419
Rhinella marina,134.75133,-14.649419
Rhinella marina,134.83798,-14.51286
Rhinella marina,134.84018,-14.52546
Rhinella marina,134.84108,-14.52336
Rhinella marina,134.84158,-14.51986
Rhinella marina,134.84738,-14.52976
Rhinella marina,134.84898,-14.53476
Rhinella marina,134.87598,-12.09019
Rhinella marina,135.1731205,-16.3082976
Rhinella marina,135.1995368,-14.48035964
Rhinella marina,135.1997173,-16.42511208
Rhinella marina,135.2511929,-15.83749322
Rhinella marina,135.2514438,-15.83953874
Rhinella marina,135.289563,-15.84402398
Rhinella marina,135.2913478,-15.97714721
Rhinella marina,135.2926628,-15.85062817
Rhinella marina,135.2935582,-15.97714721
Rhinella marina,135.2955445,-15.97714721
Rhinella marina,135.3215,-12.875
Rhinella marina,135.3281,-12.8782
Rhinella marina,135.33227,-15.77855
Rhinella marina,135.33367,-15.77745
Rhinella marina,135.33647,-15.77545
Rhinella marina,135.35397,-15.85105
Rhinella marina,135.3567,-12.10712
Rhinella marina,135.3598749,-12.0958378
Rhinella marina,135.36202,-12.09403
Rhinella marina,135.36669,-12.096
Rhinella marina,135.36947,-15.83635
Rhinella marina,135.37757,-15.83715
Rhinella marina,135.3845262,-16.6985578
Rhinella marina,135.401196,-16.69855772
Rhinella marina,135.4011961,-16.71522768
Rhinella marina,135.40537,-15.47465
Rhinella marina,135.40927,-15.53155
Rhinella marina,135.40947,-15.54225
Rhinella marina,135.41177,-15.48665
Rhinella marina,135.41337,-15.49295
Rhinella marina,135.41367,-15.54855
